uuid,timestamp,event,temperature
2642,2021-11-25 15:39:53,Measure temperature,23.0
2642,2021-11-25 17:39:53,Measure temperature,21.0
2642,2021-11-25 19:39:53,Discard Goods,
2643,2021-11-24 09:09:54,Load Cargo,
2643,2021-11-24 11:09:54,Measure temperature,11.0
2643,2021-11-24 13:09:54,Measure temperature,15.0
2643,2021-11-24 15:09:54,Measure temperature,26.0
2643,2021-11-24 17:09:54,Measure temperature,22.0
2643,2021-11-24 19:09:54,Measure temperature,18.0
2643,2021-11-24 21:09:54,Measure temperature,19.0
2643,2021-11-24 23:09:54,Measure temperature,19.0
2643,2021-11-25 01:09:54,Measure temperature,12.0
2643,2021-11-25 03:09:54,Measure temperature,13.0
2643,2021-11-25 05:09:54,Measure temperature,30.0
2643,2021-11-25 07:09:54,Measure temperature,12.0
2643,2021-11-25 09:09:54,Measure temperature,12.0
2643,2021-11-25 11:09:54,Measure temperature,25.0
2643,2021-11-25 13:09:54,Measure temperature,22.0
2643,2021-11-25 15:09:54,Measure temperature,17.0
2643,2021-11-25 17:09:54,Transfer Goods,
2644,2021-11-15 15:42:24,Load Cargo,
2644,2021-11-15 17:42:24,Measure temperature,15.0
2644,2021-11-15 19:42:24,Measure temperature,11.0
2644,2021-11-15 21:42:24,Measure temperature,26.0
2644,2021-11-15 23:42:24,Measure temperature,16.0
2644,2021-11-16 01:42:24,Measure temperature,13.0
2644,2021-11-16 03:42:24,Measure temperature,25.0
2644,2021-11-16 05:42:24,Measure temperature,15.0
2644,2021-11-16 07:42:24,Measure temperature,17.0
2644,2021-11-16 09:42:24,Measure temperature,19.0
2644,2021-11-16 11:42:24,Measure temperature,30.0
2644,2021-11-16 13:42:24,Measure temperature,23.0
2644,2021-11-16 15:42:24,Measure temperature,27.0
2644,2021-11-16 17:42:24,Measure temperature,21.0
2644,2021-11-16 19:42:24,Measure temperature,18.0
2644,2021-11-16 21:42:24,Measure temperature,12.0
2644,2021-11-16 23:42:24,Transfer Goods,
2645,2021-11-20 09:20:35,Load Cargo,
2645,2021-11-20 11:20:35,Measure temperature,13.0
2645,2021-11-20 13:20:35,Measure temperature,12.0
2645,2021-11-20 15:20:35,Measure temperature,16.0
2645,2021-11-20 17:20:35,Measure temperature,22.0
2645,2021-11-20 19:20:35,Measure temperature,22.0
2645,2021-11-20 21:20:35,Measure temperature,22.0
2645,2021-11-20 23:20:35,Measure temperature,17.0
2645,2021-11-21 01:20:35,Measure temperature,19.0
2645,2021-11-21 03:20:35,Measure temperature,24.0
2645,2021-11-21 05:20:35,Measure temperature,20.0
2645,2021-11-21 07:20:35,Measure temperature,12.0
2645,2021-11-21 09:20:35,Measure temperature,10.0
2645,2021-11-21 11:20:35,Measure temperature,16.0
2645,2021-11-21 13:20:35,Measure temperature,28.0
2645,2021-11-21 15:20:35,Measure temperature,10.0
2645,2021-11-21 17:20:35,Transfer Goods,
2646,2021-11-11 14:48:42,Load Cargo,
2646,2021-11-11 16:48:42,Measure temperature,19.0
2646,2021-11-11 18:48:42,Measure temperature,27.0
2646,2021-11-11 20:48:42,Measure temperature,24.0
2646,2021-11-11 22:48:42,Measure temperature,27.0
2646,2021-11-12 00:48:42,Measure temperature,22.0
2646,2021-11-12 02:48:42,Measure temperature,11.0
2646,2021-11-12 04:48:42,Measure temperature,19.0
2646,2021-11-12 06:48:42,Measure temperature,30.0
2646,2021-11-12 08:48:42,Measure temperature,24.0
2646,2021-11-12 10:48:42,Measure temperature,25.0
2646,2021-11-12 12:48:42,Measure temperature,30.0
2646,2021-11-12 14:48:42,Measure temperature,23.0
2646,2021-11-12 16:48:42,Measure temperature,16.0
2646,2021-11-12 18:48:42,Measure temperature,22.0
2646,2021-11-12 20:48:42,Measure temperature,14.0
2646,2021-11-12 22:48:42,Discard Goods,
2647,2021-11-25 11:31:15,Load Cargo,
2647,2021-11-25 13:31:15,Measure temperature,20.0
2647,2021-11-25 15:31:15,Measure temperature,23.0
2647,2021-11-25 17:31:15,Measure temperature,16.0
2647,2021-11-25 19:31:15,Measure temperature,30.0
2647,2021-11-25 21:31:15,Measure temperature,27.0
2647,2021-11-25 23:31:15,Measure temperature,28.0
2647,2021-11-26 01:31:15,Measure temperature,17.0
2647,2021-11-26 03:31:15,Measure temperature,22.0
2647,2021-11-26 05:31:15,Measure temperature,18.0
2647,2021-11-26 07:31:15,Measure temperature,29.0
2647,2021-11-26 09:31:15,Measure temperature,30.0
2647,2021-11-26 11:31:15,Measure temperature,16.0
2647,2021-11-26 13:31:15,Measure temperature,28.0
2647,2021-11-26 15:31:15,Measure temperature,17.0
2647,2021-11-26 17:31:15,Measure temperature,24.0
2647,2021-11-26 19:31:15,Discard Goods,
2648,2021-11-24 13:47:57,Load Cargo,
2648,2021-11-24 15:47:57,Measure temperature,10.0
2648,2021-11-24 17:47:57,Measure temperature,15.0
2648,2021-11-24 19:47:57,Measure temperature,13.0
2648,2021-11-24 21:47:57,Measure temperature,26.0
2648,2021-11-24 23:47:57,Measure temperature,12.0
2648,2021-11-25 01:47:57,Measure temperature,21.0
2648,2021-11-25 03:47:57,Measure temperature,22.0
2648,2021-11-25 05:47:57,Measure temperature,16.0
2648,2021-11-25 07:47:57,Measure temperature,19.0
2648,2021-11-25 09:47:57,Measure temperature,27.0
2648,2021-11-25 11:47:57,Measure temperature,23.0
2648,2021-11-25 13:47:57,Measure temperature,22.0
2648,2021-11-25 15:47:57,Measure temperature,12.0
2648,2021-11-25 17:47:57,Measure temperature,21.0
2648,2021-11-25 19:47:57,Measure temperature,11.0
2648,2021-11-25 21:47:57,Transfer Goods,
2649,2021-11-24 15:49:45,Load Cargo,
2649,2021-11-24 17:49:45,Measure temperature,18.0
2649,2021-11-24 19:49:45,Measure temperature,26.0
2649,2021-11-24 21:49:45,Measure temperature,20.0
2649,2021-11-24 23:49:45,Measure temperature,30.0
2649,2021-11-25 01:49:45,Measure temperature,18.0
2649,2021-11-25 03:49:45,Measure temperature,20.0
2649,2021-11-25 05:49:45,Measure temperature,22.0
2649,2021-11-25 07:49:45,Measure temperature,19.0
2649,2021-11-25 09:49:45,Measure temperature,26.0
2649,2021-11-25 11:49:45,Measure temperature,29.0
2649,2021-11-25 13:49:45,Measure temperature,17.0
2649,2021-11-25 15:49:45,Measure temperature,21.0
2649,2021-11-25 17:49:45,Measure temperature,19.0
2649,2021-11-25 19:49:45,Measure temperature,30.0
2649,2021-11-25 21:49:45,Measure temperature,15.0
2649,2021-11-25 23:49:45,Discard Goods,
2650,2021-11-18 14:45:29,Load Cargo,
2650,2021-11-18 16:45:29,Measure temperature,30.0
2650,2021-11-18 18:45:29,Measure temperature,16.0
2650,2021-11-18 20:45:29,Measure temperature,22.0
2650,2021-11-18 22:45:29,Measure temperature,27.0
2650,2021-11-19 00:45:29,Measure temperature,21.0
2650,2021-11-19 02:45:29,Measure temperature,16.0
2650,2021-11-19 04:45:29,Measure temperature,11.0
2650,2021-11-19 06:45:29,Measure temperature,16.0
2650,2021-11-19 08:45:29,Measure temperature,11.0
2650,2021-11-19 10:45:29,Measure temperature,25.0
2650,2021-11-19 12:45:29,Measure temperature,21.0
2650,2021-11-19 14:45:29,Measure temperature,11.0
2650,2021-11-19 16:45:29,Measure temperature,15.0
2650,2021-11-19 18:45:29,Measure temperature,25.0
2650,2021-11-19 20:45:29,Measure temperature,18.0
2650,2021-11-19 22:45:29,Transfer Goods,
2651,2021-11-24 15:32:05,Load Cargo,
2651,2021-11-24 17:32:05,Measure temperature,25.0
2651,2021-11-24 19:32:05,Measure temperature,11.0
2651,2021-11-24 21:32:05,Measure temperature,15.0
2651,2021-11-24 23:32:05,Measure temperature,29.0
2651,2021-11-25 01:32:05,Measure temperature,10.0
2651,2021-11-25 03:32:05,Measure temperature,16.0
2651,2021-11-25 05:32:05,Measure temperature,15.0
2651,2021-11-25 07:32:05,Measure temperature,21.0
2651,2021-11-25 09:32:05,Measure temperature,13.0
2651,2021-11-25 11:32:05,Measure temperature,14.0
2651,2021-11-25 13:32:05,Measure temperature,11.0
2651,2021-11-25 15:32:05,Measure temperature,13.0
2651,2021-11-25 17:32:05,Measure temperature,20.0
2651,2021-11-25 19:32:05,Measure temperature,21.0
2651,2021-11-25 21:32:05,Measure temperature,21.0
2651,2021-11-25 23:32:05,Transfer Goods,
2652,2021-11-09 16:01:50,Load Cargo,
2652,2021-11-09 18:01:50,Measure temperature,28.0
2652,2021-11-09 20:01:50,Measure temperature,30.0
2652,2021-11-09 22:01:50,Measure temperature,11.0
2652,2021-11-10 00:01:50,Measure temperature,23.0
2652,2021-11-10 02:01:50,Measure temperature,13.0
2652,2021-11-10 04:01:50,Measure temperature,27.0
2652,2021-11-10 06:01:50,Measure temperature,28.0
2652,2021-11-10 08:01:50,Measure temperature,24.0
2652,2021-11-10 10:01:50,Measure temperature,12.0
2652,2021-11-10 12:01:50,Measure temperature,23.0
2652,2021-11-10 14:01:50,Measure temperature,10.0
2652,2021-11-10 16:01:50,Measure temperature,30.0
2652,2021-11-10 18:01:50,Measure temperature,22.0
2652,2021-11-10 20:01:50,Measure temperature,12.0
2652,2021-11-10 22:01:50,Measure temperature,21.0
2652,2021-11-11 00:01:50,Discard Goods,
2653,2021-11-12 18:29:04,Load Cargo,
2653,2021-11-12 20:29:04,Measure temperature,17.0
2653,2021-11-12 22:29:04,Measure temperature,25.0
2653,2021-11-13 00:29:04,Measure temperature,18.0
2653,2021-11-13 02:29:04,Measure temperature,21.0
2653,2021-11-13 04:29:04,Measure temperature,10.0
2653,2021-11-13 06:29:04,Measure temperature,26.0
2653,2021-11-13 08:29:04,Measure temperature,18.0
2653,2021-11-13 10:29:04,Measure temperature,11.0
2653,2021-11-13 12:29:04,Measure temperature,25.0
2653,2021-11-13 14:29:04,Measure temperature,28.0
2653,2021-11-13 16:29:04,Measure temperature,18.0
2653,2021-11-13 18:29:04,Measure temperature,22.0
2653,2021-11-13 20:29:04,Measure temperature,30.0
2653,2021-11-13 22:29:04,Measure temperature,15.0
2653,2021-11-14 00:29:04,Measure temperature,12.0
2653,2021-11-14 02:29:04,Transfer Goods,
2654,2021-11-11 14:25:05,Load Cargo,
2654,2021-11-11 16:25:05,Measure temperature,28.0
2654,2021-11-11 18:25:05,Measure temperature,12.0
2654,2021-11-11 20:25:05,Measure temperature,18.0
2654,2021-11-11 22:25:05,Measure temperature,10.0
2654,2021-11-12 00:25:05,Measure temperature,12.0
2654,2021-11-12 02:25:05,Measure temperature,20.0
2654,2021-11-12 04:25:05,Measure temperature,19.0
2654,2021-11-12 06:25:05,Measure temperature,23.0
2654,2021-11-12 08:25:05,Measure temperature,11.0
2654,2021-11-12 10:25:05,Measure temperature,18.0
2654,2021-11-12 12:25:05,Measure temperature,20.0
2654,2021-11-12 14:25:05,Measure temperature,22.0
2654,2021-11-12 16:25:05,Measure temperature,30.0
2654,2021-11-12 18:25:05,Measure temperature,28.0
2654,2021-11-12 20:25:05,Measure temperature,13.0
2654,2021-11-12 22:25:05,Transfer Goods,
2655,2021-11-26 09:46:23,Load Cargo,
2655,2021-11-26 11:46:23,Measure temperature,18.0
2655,2021-11-26 13:46:23,Measure temperature,11.0
2655,2021-11-26 15:46:23,Measure temperature,16.0
2655,2021-11-26 17:46:23,Measure temperature,24.0
2655,2021-11-26 19:46:23,Measure temperature,11.0
2655,2021-11-26 21:46:23,Measure temperature,13.0
2655,2021-11-26 23:46:23,Measure temperature,24.0
2655,2021-11-27 01:46:23,Measure temperature,18.0
2655,2021-11-27 03:46:23,Measure temperature,24.0
2655,2021-11-27 05:46:23,Measure temperature,21.0
2655,2021-11-27 07:46:23,Measure temperature,24.0
2655,2021-11-27 09:46:23,Measure temperature,29.0
2655,2021-11-27 11:46:23,Measure temperature,27.0
2655,2021-11-27 13:46:23,Measure temperature,11.0
2655,2021-11-27 15:46:23,Measure temperature,28.0
2655,2021-11-27 17:46:23,Transfer Goods,
2656,2021-11-23 18:59:34,Load Cargo,
2656,2021-11-23 20:59:34,Measure temperature,30.0
2656,2021-11-23 22:59:34,Measure temperature,28.0
2656,2021-11-24 00:59:34,Measure temperature,10.0
2656,2021-11-24 02:59:34,Measure temperature,13.0
2656,2021-11-24 04:59:34,Measure temperature,21.0
2656,2021-11-24 06:59:34,Measure temperature,16.0
2656,2021-11-24 08:59:34,Measure temperature,14.0
2656,2021-11-24 10:59:34,Measure temperature,14.0
2656,2021-11-24 12:59:34,Measure temperature,24.0
2656,2021-11-24 14:59:34,Measure temperature,19.0
2656,2021-11-24 16:59:34,Measure temperature,19.0
2656,2021-11-24 18:59:34,Measure temperature,29.0
2656,2021-11-24 20:59:34,Measure temperature,11.0
2656,2021-11-24 22:59:34,Measure temperature,29.0
2656,2021-11-25 00:59:34,Measure temperature,22.0
2656,2021-11-25 02:59:34,Discard Goods,
2657,2021-11-08 13:08:45,Load Cargo,
2657,2021-11-08 15:08:45,Measure temperature,21.0
2657,2021-11-08 17:08:45,Measure temperature,23.0
2657,2021-11-08 19:08:45,Measure temperature,30.0
2657,2021-11-08 21:08:45,Measure temperature,21.0
2657,2021-11-08 23:08:45,Measure temperature,15.0
2657,2021-11-09 01:08:45,Measure temperature,22.0
2657,2021-11-09 03:08:45,Measure temperature,13.0
2657,2021-11-09 05:08:45,Measure temperature,13.0
2657,2021-11-09 07:08:45,Measure temperature,23.0
2657,2021-11-09 09:08:45,Measure temperature,25.0
2657,2021-11-09 11:08:45,Measure temperature,12.0
2657,2021-11-09 13:08:45,Measure temperature,23.0
2657,2021-11-09 15:08:45,Measure temperature,18.0
2657,2021-11-09 17:08:45,Measure temperature,30.0
2657,2021-11-09 19:08:45,Measure temperature,22.0
2657,2021-11-09 21:08:45,Transfer Goods,
2658,2021-11-24 17:48:47,Load Cargo,
2658,2021-11-24 19:48:47,Measure temperature,13.0
2658,2021-11-24 21:48:47,Measure temperature,29.0
2658,2021-11-24 23:48:47,Measure temperature,17.0
2658,2021-11-25 01:48:47,Measure temperature,14.0
2658,2021-11-25 03:48:47,Measure temperature,24.0
2658,2021-11-25 05:48:47,Measure temperature,19.0
2658,2021-11-25 07:48:47,Measure temperature,17.0
2658,2021-11-25 09:48:47,Measure temperature,17.0
2658,2021-11-25 11:48:47,Measure temperature,12.0
2658,2021-11-25 13:48:47,Measure temperature,11.0
2658,2021-11-25 15:48:47,Measure temperature,17.0
2658,2021-11-25 17:48:47,Measure temperature,10.0
2658,2021-11-25 19:48:47,Measure temperature,29.0
2658,2021-11-25 21:48:47,Measure temperature,19.0
2658,2021-11-25 23:48:47,Measure temperature,21.0
2658,2021-11-26 01:48:47,Transfer Goods,
2659,2021-11-22 17:31:50,Load Cargo,
2659,2021-11-22 19:31:50,Measure temperature,18.0
2659,2021-11-22 21:31:50,Measure temperature,20.0
2659,2021-11-22 23:31:50,Measure temperature,11.0
2659,2021-11-23 01:31:50,Measure temperature,11.0
2659,2021-11-23 03:31:50,Measure temperature,23.0
2659,2021-11-23 05:31:50,Measure temperature,24.0
2659,2021-11-23 07:31:50,Measure temperature,18.0
2659,2021-11-23 09:31:50,Measure temperature,17.0
2659,2021-11-23 11:31:50,Measure temperature,14.0
2659,2021-11-23 13:31:50,Measure temperature,24.0
2659,2021-11-23 15:31:50,Measure temperature,27.0
2659,2021-11-23 17:31:50,Measure temperature,26.0
2659,2021-11-23 19:31:50,Measure temperature,28.0
2659,2021-11-23 21:31:50,Measure temperature,23.0
2659,2021-11-23 23:31:50,Measure temperature,21.0
2659,2021-11-24 01:31:50,Transfer Goods,
2660,2021-11-16 10:15:31,Load Cargo,
2660,2021-11-16 12:15:31,Measure temperature,21.0
2660,2021-11-16 14:15:31,Measure temperature,24.0
2660,2021-11-16 16:15:31,Measure temperature,20.0
2660,2021-11-16 18:15:31,Measure temperature,21.0
2660,2021-11-16 20:15:31,Measure temperature,22.0
2660,2021-11-16 22:15:31,Measure temperature,11.0
2660,2021-11-17 00:15:31,Measure temperature,23.0
2660,2021-11-17 02:15:31,Measure temperature,14.0
2660,2021-11-17 04:15:31,Measure temperature,26.0
2660,2021-11-17 06:15:31,Measure temperature,13.0
2660,2021-11-17 08:15:31,Measure temperature,15.0
2660,2021-11-17 10:15:31,Measure temperature,17.0
2660,2021-11-17 12:15:31,Measure temperature,18.0
2660,2021-11-17 14:15:31,Measure temperature,23.0
2660,2021-11-17 16:15:31,Measure temperature,15.0
2660,2021-11-17 18:15:31,Transfer Goods,
2661,2021-11-22 18:47:35,Load Cargo,
2661,2021-11-22 20:47:35,Measure temperature,24.0
2661,2021-11-22 22:47:35,Measure temperature,29.0
2661,2021-11-23 00:47:35,Measure temperature,11.0
2661,2021-11-23 02:47:35,Measure temperature,21.0
2661,2021-11-23 04:47:35,Measure temperature,17.0
2661,2021-11-23 06:47:35,Measure temperature,11.0
2661,2021-11-23 08:47:35,Measure temperature,20.0
2661,2021-11-23 10:47:35,Measure temperature,27.0
2661,2021-11-23 12:47:35,Measure temperature,15.0
2661,2021-11-23 14:47:35,Measure temperature,27.0
2661,2021-11-23 16:47:35,Measure temperature,30.0
2661,2021-11-23 18:47:35,Measure temperature,30.0
2661,2021-11-23 20:47:35,Measure temperature,30.0
2661,2021-11-23 22:47:35,Measure temperature,26.0
2661,2021-11-24 00:47:35,Measure temperature,25.0
2661,2021-11-24 02:47:35,Discard Goods,
2662,2021-11-09 14:03:56,Load Cargo,
2662,2021-11-09 16:03:56,Measure temperature,14.0
2662,2021-11-09 18:03:56,Measure temperature,10.0
2662,2021-11-09 20:03:56,Measure temperature,12.0
2662,2021-11-09 22:03:56,Measure temperature,13.0
2662,2021-11-10 00:03:56,Measure temperature,11.0
2662,2021-11-10 02:03:56,Measure temperature,15.0
2662,2021-11-10 04:03:56,Measure temperature,16.0
2662,2021-11-10 06:03:56,Measure temperature,24.0
2662,2021-11-10 08:03:56,Measure temperature,10.0
2662,2021-11-10 10:03:56,Measure temperature,24.0
2662,2021-11-10 12:03:56,Measure temperature,13.0
2662,2021-11-10 14:03:56,Measure temperature,16.0
2662,2021-11-10 16:03:56,Measure temperature,19.0
2662,2021-11-10 18:03:56,Measure temperature,27.0
2662,2021-11-10 20:03:56,Measure temperature,25.0
2662,2021-11-10 22:03:56,Transfer Goods,
2663,2021-11-16 15:26:11,Load Cargo,
2663,2021-11-16 17:26:11,Measure temperature,19.0
2663,2021-11-16 19:26:11,Measure temperature,15.0
2663,2021-11-16 21:26:11,Measure temperature,17.0
2663,2021-11-16 23:26:11,Measure temperature,11.0
2663,2021-11-17 01:26:11,Measure temperature,26.0
2663,2021-11-17 03:26:11,Measure temperature,14.0
2663,2021-11-17 05:26:11,Measure temperature,27.0
2663,2021-11-17 07:26:11,Measure temperature,18.0
2663,2021-11-17 09:26:11,Measure temperature,11.0
2663,2021-11-17 11:26:11,Measure temperature,24.0
2663,2021-11-17 13:26:11,Measure temperature,10.0
2663,2021-11-17 15:26:11,Measure temperature,12.0
2663,2021-11-17 17:26:11,Measure temperature,26.0
2663,2021-11-17 19:26:11,Measure temperature,10.0
2663,2021-11-17 21:26:11,Measure temperature,24.0
2663,2021-11-17 23:26:11,Transfer Goods,
2664,2021-11-13 11:13:46,Load Cargo,
2664,2021-11-13 13:13:46,Measure temperature,22.0
2664,2021-11-13 15:13:46,Measure temperature,28.0
2664,2021-11-13 17:13:46,Measure temperature,19.0
2664,2021-11-13 19:13:46,Measure temperature,15.0
2664,2021-11-13 21:13:46,Measure temperature,22.0
2664,2021-11-13 23:13:46,Measure temperature,24.0
2664,2021-11-14 01:13:46,Measure temperature,10.0
2664,2021-11-14 03:13:46,Measure temperature,29.0
2664,2021-11-14 05:13:46,Measure temperature,20.0
2664,2021-11-14 07:13:46,Measure temperature,26.0
2664,2021-11-14 09:13:46,Measure temperature,15.0
2664,2021-11-14 11:13:46,Measure temperature,30.0
2664,2021-11-14 13:13:46,Measure temperature,24.0
2664,2021-11-14 15:13:46,Measure temperature,15.0
2664,2021-11-14 17:13:46,Measure temperature,12.0
2664,2021-11-14 19:13:46,Discard Goods,
2665,2021-11-23 12:41:02,Load Cargo,
2665,2021-11-23 14:41:02,Measure temperature,12.0
2665,2021-11-23 16:41:02,Measure temperature,11.0
2665,2021-11-23 18:41:02,Measure temperature,25.0
2665,2021-11-23 20:41:02,Measure temperature,13.0
2665,2021-11-23 22:41:02,Measure temperature,19.0
2665,2021-11-24 00:41:02,Measure temperature,13.0
2665,2021-11-24 02:41:02,Measure temperature,23.0
2665,2021-11-24 04:41:02,Measure temperature,30.0
2665,2021-11-24 06:41:02,Measure temperature,24.0
2665,2021-11-24 08:41:02,Measure temperature,21.0
2665,2021-11-24 10:41:02,Measure temperature,18.0
2665,2021-11-24 12:41:02,Measure temperature,13.0
2665,2021-11-24 14:41:02,Measure temperature,23.0
2665,2021-11-24 16:41:02,Measure temperature,30.0
2665,2021-11-24 18:41:02,Measure temperature,18.0
2665,2021-11-24 20:41:02,Transfer Goods,
2666,2021-11-12 16:45:12,Load Cargo,
2666,2021-11-12 18:45:12,Measure temperature,10.0
2666,2021-11-12 20:45:12,Measure temperature,10.0
2666,2021-11-12 22:45:12,Measure temperature,24.0
2666,2021-11-13 00:45:12,Measure temperature,20.0
2666,2021-11-13 02:45:12,Measure temperature,20.0
2666,2021-11-13 04:45:12,Measure temperature,16.0
2666,2021-11-13 06:45:12,Measure temperature,29.0
2666,2021-11-13 08:45:12,Measure temperature,12.0
2666,2021-11-13 10:45:12,Measure temperature,29.0
2666,2021-11-13 12:45:12,Measure temperature,11.0
2666,2021-11-13 14:45:12,Measure temperature,12.0
2666,2021-11-13 16:45:12,Measure temperature,16.0
2666,2021-11-13 18:45:12,Measure temperature,19.0
2666,2021-11-13 20:45:12,Measure temperature,10.0
2666,2021-11-13 22:45:12,Measure temperature,27.0
2666,2021-11-14 00:45:12,Transfer Goods,
2667,2021-11-22 14:25:48,Load Cargo,
2667,2021-11-22 16:25:48,Measure temperature,26.0
2667,2021-11-22 18:25:48,Measure temperature,29.0
2667,2021-11-22 20:25:48,Measure temperature,13.0
2667,2021-11-22 22:25:48,Measure temperature,26.0
2667,2021-11-23 00:25:48,Measure temperature,22.0
2667,2021-11-23 02:25:48,Measure temperature,13.0
2667,2021-11-23 04:25:48,Measure temperature,17.0
2667,2021-11-23 06:25:48,Measure temperature,19.0
2667,2021-11-23 08:25:48,Measure temperature,15.0
2667,2021-11-23 10:25:48,Measure temperature,30.0
2667,2021-11-23 12:25:48,Measure temperature,16.0
2667,2021-11-23 14:25:48,Measure temperature,16.0
2667,2021-11-23 16:25:48,Measure temperature,14.0
2667,2021-11-23 18:25:48,Measure temperature,15.0
2667,2021-11-23 20:25:48,Measure temperature,11.0
2667,2021-11-23 22:25:48,Discard Goods,
2668,2021-11-13 14:54:54,Load Cargo,
2668,2021-11-13 16:54:54,Measure temperature,19.0
2668,2021-11-13 18:54:54,Measure temperature,19.0
2668,2021-11-13 20:54:54,Measure temperature,18.0
2668,2021-11-13 22:54:54,Measure temperature,16.0
2668,2021-11-14 00:54:54,Measure temperature,27.0
2668,2021-11-14 02:54:54,Measure temperature,12.0
2668,2021-11-14 04:54:54,Measure temperature,11.0
2668,2021-11-14 06:54:54,Measure temperature,22.0
2668,2021-11-14 08:54:54,Measure temperature,19.0
2668,2021-11-14 10:54:54,Measure temperature,23.0
2668,2021-11-14 12:54:54,Measure temperature,20.0
2668,2021-11-14 14:54:54,Measure temperature,16.0
2668,2021-11-14 16:54:54,Measure temperature,18.0
2668,2021-11-14 18:54:54,Measure temperature,22.0
2668,2021-11-14 20:54:54,Measure temperature,25.0
2668,2021-11-14 22:54:54,Transfer Goods,
2669,2021-11-23 10:03:50,Load Cargo,
2669,2021-11-23 12:03:50,Measure temperature,21.0
2669,2021-11-23 14:03:50,Measure temperature,29.0
2669,2021-11-23 16:03:50,Measure temperature,12.0
2669,2021-11-23 18:03:50,Measure temperature,16.0
2669,2021-11-23 20:03:50,Measure temperature,18.0
2669,2021-11-23 22:03:50,Measure temperature,17.0
2669,2021-11-24 00:03:50,Measure temperature,14.0
2669,2021-11-24 02:03:50,Measure temperature,14.0
2669,2021-11-24 04:03:50,Measure temperature,23.0
2669,2021-11-24 06:03:50,Measure temperature,20.0
2669,2021-11-24 08:03:50,Measure temperature,24.0
2669,2021-11-24 10:03:50,Measure temperature,12.0
2669,2021-11-24 12:03:50,Measure temperature,19.0
2669,2021-11-24 14:03:50,Measure temperature,19.0
2669,2021-11-24 16:03:50,Measure temperature,23.0
2669,2021-11-24 18:03:50,Transfer Goods,
2670,2021-11-17 14:06:36,Load Cargo,
2670,2021-11-17 16:06:36,Measure temperature,17.0
2670,2021-11-17 18:06:36,Measure temperature,24.0
2670,2021-11-17 20:06:36,Measure temperature,12.0
2670,2021-11-17 22:06:36,Measure temperature,24.0
2670,2021-11-18 00:06:36,Measure temperature,27.0
2670,2021-11-18 02:06:36,Measure temperature,26.0
2670,2021-11-18 04:06:36,Measure temperature,10.0
2670,2021-11-18 06:06:36,Measure temperature,18.0
2670,2021-11-18 08:06:36,Measure temperature,16.0
2670,2021-11-18 10:06:36,Measure temperature,15.0
2670,2021-11-18 12:06:36,Measure temperature,14.0
2670,2021-11-18 14:06:36,Measure temperature,11.0
2670,2021-11-18 16:06:36,Measure temperature,26.0
2670,2021-11-18 18:06:36,Measure temperature,30.0
2670,2021-11-18 20:06:36,Measure temperature,26.0
2670,2021-11-18 22:06:36,Discard Goods,
2671,2021-11-19 18:41:03,Load Cargo,
2671,2021-11-19 20:41:03,Measure temperature,12.0
2671,2021-11-19 22:41:03,Measure temperature,29.0
2671,2021-11-20 00:41:03,Measure temperature,27.0
2671,2021-11-20 02:41:03,Measure temperature,15.0
2671,2021-11-20 04:41:03,Measure temperature,14.0
2671,2021-11-20 06:41:03,Measure temperature,28.0
2671,2021-11-20 08:41:03,Measure temperature,18.0
2671,2021-11-20 10:41:03,Measure temperature,10.0
2671,2021-11-20 12:41:03,Measure temperature,26.0
2671,2021-11-20 14:41:03,Measure temperature,29.0
2671,2021-11-20 16:41:03,Measure temperature,26.0
2671,2021-11-20 18:41:03,Measure temperature,13.0
2671,2021-11-20 20:41:03,Measure temperature,14.0
2671,2021-11-20 22:41:03,Measure temperature,17.0
2671,2021-11-21 00:41:03,Measure temperature,27.0
2671,2021-11-21 02:41:03,Discard Goods,
2672,2021-11-16 13:37:50,Load Cargo,
2672,2021-11-16 15:37:50,Measure temperature,27.0
2672,2021-11-16 17:37:50,Measure temperature,22.0
2672,2021-11-16 19:37:50,Measure temperature,15.0
2672,2021-11-16 21:37:50,Measure temperature,29.0
2672,2021-11-16 23:37:50,Measure temperature,11.0
2672,2021-11-17 01:37:50,Measure temperature,23.0
2672,2021-11-17 03:37:50,Measure temperature,26.0
2672,2021-11-17 05:37:50,Measure temperature,17.0
2672,2021-11-17 07:37:50,Measure temperature,22.0
2672,2021-11-17 09:37:50,Measure temperature,15.0
2672,2021-11-17 11:37:50,Measure temperature,19.0
2672,2021-11-17 13:37:50,Measure temperature,13.0
2672,2021-11-17 15:37:50,Measure temperature,10.0
2672,2021-11-17 17:37:50,Measure temperature,27.0
2672,2021-11-17 19:37:50,Measure temperature,22.0
2672,2021-11-17 21:37:50,Discard Goods,
2673,2021-11-09 12:20:28,Load Cargo,
2673,2021-11-09 14:20:28,Measure temperature,14.0
2673,2021-11-09 16:20:28,Measure temperature,29.0
2673,2021-11-09 18:20:28,Measure temperature,14.0
2673,2021-11-09 20:20:28,Measure temperature,21.0
2673,2021-11-09 22:20:28,Measure temperature,27.0
2673,2021-11-10 00:20:28,Measure temperature,14.0
2673,2021-11-10 02:20:28,Measure temperature,10.0
2673,2021-11-10 04:20:28,Measure temperature,17.0
2673,2021-11-10 06:20:28,Measure temperature,26.0
2673,2021-11-10 08:20:28,Measure temperature,28.0
